Question|Option1|Option2|Option3|Option4|Option5|Answer1|Answer2|Answer3|Answer4|Answer5|Notes|xNotes
下列所得中，采用代扣代缴方式征收个人所得税的有（    ）|劳务报酬所得|稿酬所得|偶然所得|个体工商户的生产经营所得|承包经营所得|1|2|3||||
根据个人所得税法的规定，下列项目中，适用全年一次性奖金优惠计税方式的有（     ）|年终加薪|年薪|绩效工资|半年奖|加班奖|1|2|3||||
个人所得税纳税人区分为居民纳税义务人和非居民纳税义务人，国内法依据标准有（    ）。|境内有无住所|境内工作时间|取得收入的工作地|境内居住时间|国籍|1|4||||通用书P108|通用书P108
下列项目中，不得从应纳税所得额中扣除的有 (      )。 |企业向其他单位支付的违约金|企业之间支付的管理费用|企业内营业机构之间支付的租金|非银行企业内营业机构之间支付的利息|雇佣临时工的工资|2|3|4|||通用书P103|通用书P103
按照企业所得税税前扣除办法的规定，下列各项中准予计提坏账准备的有（    ）|应收账款|其他应收款|应收票据|预收账款|应付账款|1|2|||||
跨地区汇总纳税企业的二级分支机构，不就地分摊缴纳企业所得税的有（     ）|本年度符合小微企业条件的   |新设立的二级分支机构成立当年|当年撤销的二级分支机构从撤销之日起   |境外设立的不具有法人资格的二级分支机构|上年度认定为小型微利企业的，|2|3|4|5|||
下列各项中，符合房产税优惠政策规定的有（     ）。 |大修停用三个月的房产，在停用期间免征房产税 |寺庙中供游客参观的殿堂免征房产税 |公园中的冷饮屋 |非营利性科研机构自用的房产，免征房产税 |企业办的各类学校、医院、托儿所、幼儿园自用的房产，免征房产税|2|4|5|||通用书P116|通用书P116
 2016年10月A市国税局风控中心对“长期待摊费用异常”企业进行风险应对，发现部分纳税人将下列内容列入了“长期待摊费用”科目核算，其中正确的有（    ）。|固定资产的大修理支出|租入固定资产的改建支出|固定资产的日常修理支出|外购的生产性生物资产支出|已足额提取折旧的固定资产的改建支出|1|2|5||||
企业取得的财政性资金需要同时满足（    ）条件方可作为不征税收入。|企业从县级以上各级人民政府财政部门取得的|企业能够提供规定资金专项用途的资金拨付文件|财政部门或其他拨付资金的政府部门对该资金有专门的资金管理办法或具体管理要求|企业对该资金以及该资金发生的支出单独进行核算|企业收取该笔资金之日起10日内需要向税务机关备案|1|2|3|4|||
小规模纳税人年应税销售额超过标准的，应当向主管税务机关申请一般纳税登记。下列各项中应计入年应税销售额的有（     ）。|预售销售额|免税销售额|稽查查补销售额|纳税评估调整销售额|税务机关代开票销售额|2|3|4|5||《国家税务总局关于明确<增值税一般纳税人资格认定管理办法>若干条款处理意见的通知》[国税函〔2010〕139号 ]|《国家税务总局关于明确<增值税一般纳税人资格认定管理办法>若干条款处理意见的通知》[国税函〔2010〕139号 ]
下列单位或个人属于印花税纳税义务人的有（     ）。 |贷款合同的担保人 |借款合同的贷款人 | 房管局与个人签订的用于生活居住的房产租赁合同|运输合同的托运方|购买住房的个人|2|4||||《中华人民共和国印花税暂行条例》(国务院令第11号)第一条、《中华人民共和国印花税暂行条例施行细则》((88)财税字第255号)第二条|《中华人民共和国印花税暂行条例》(国务院令第11号)第一条、《中华人民共和国印花税暂行条例施行细则》((88)财税字第255号)第二条
房地产开发企业在土地增值税清算时，对房地产开发企业将自行开发的房地产用于（    ）的，应确认相应的收入，计算缴纳土地增值税。|以房抵债 |对外投资|通过老年基金会捐赠给老年活动中心 |向投资者分配利润|出租|1|2|4|||《国家税务总局关于营改增后土地增值税若干征管规定的公告》(国家税务总局公告2016年第70号)|《国家税务总局关于营改增后土地增值税若干征管规定的公告》(国家税务总局公告2016年第70号)
自2016 年 1月1日起，全国范围内的中小高新技术企业以未分配利润、盈余公积、资本公积向个人股东转增股本，适用的个人所得税政策有（    ）。|个人股东获得转增的股本，应按照“利息、股息、红利所得”项目，适用20%税率征收个人所得税|个人股东一次缴纳个人所得税确有困难的，可根据实际情况自行制定分期缴税计划在不超过5个公历年度内（含）分期缴纳|分期缴税的有关资料报主管税务机关审批|股东转让股权并取得现金收入的，该现金收入应优先用于缴纳尚未缴清的税款|在股东转让该部分股权之前，企业依法宣告破产，股东进行相关权益处置后没有取得收益或收益小于初始投资额的，主管税务机关对其尚未缴纳的个人所得税可不予追征。|1|2|4|5||《财政部 国家税务总局关于推广中关村国家自主创新示范区税收试点政策有关问题的通知》[财税〔2015〕62号]、《财政部 国家税务总局关于将国家自主创新示范区有关税收试点政策推广到全国范围实施的通知》[财税〔2015〕116号]|《财政部 国家税务总局关于推广中关村国家自主创新示范区税收试点政策有关问题的通知》[财税〔2015〕62号]、《财政部 国家税务总局关于将国家自主创新示范区有关税收试点政策推广到全国范围实施的通知》[财税〔2015〕116号]
企业在销售商品（产品）和提供服务过程中向个人赠送礼品，属于（   ）情形之一的，不征收个人所得税：|企业通过价格折扣、折让方式向个人销售商品（产品）和提供服务|企业在向个人销售商品（产品）和提供服务的同时给予赠品，如通信企业对个人购买手机赠话费、入网费，或者购话费赠手机等|企业对累积消费达到一定额度的个人按消费积分反馈礼品|企业对累积消费达到一定额度的顾客，给予额外抽奖机会，个人获得的奖品|企业在业务宣传、广告等活动中，随机向本单位以外的个人赠送礼品|1|2|3|||《财政部 国家税务总局关于企业促销展业赠送礼品有关个人所得税问题的通知》（财税〔2011〕50号） |《财政部 国家税务总局关于企业促销展业赠送礼品有关个人所得税问题的通知》（财税〔2011〕50号） 
下列免纳个人所得税的项目有(     )。|按照国家统一规定发放的退休工资|省政府颁发的科技进步奖金|残疾人员所得|外籍个人从外商投资企业取得的股息|保险赔款|1|2|4|5||《中华人民共和国个人所得税法》（中华人民共和国主席令第四十八号）第四条|《中华人民共和国个人所得税法》（中华人民共和国主席令第四十八号）第四条
2016年4月1日起，下列哪些事项属于国家税务总局公布的保留税务行政许可事项(      )。|印花税票代售许可|对纳税人延期申报的核准|对纳税人延期缴纳税款的核准|对纳税人变更纳税定额的核准|企业印制发票审批|2|3|4|5||  《国家税务总局关于更新税务行政许可事项目录的公告》(国家税务总局公告2016年第10号)|  《国家税务总局关于更新税务行政许可事项目录的公告》(国家税务总局公告2016年第10号)
《企业所得税法》所称“符合条件的非盈利性组织”，需要符合的条件有（    ）。|依法履行非营利性组织登记手续|从事公益性或者非营利性活动|财产及其孳息用于分配|投入人对投入该组织的财产不保留或者享有任何财产权利|工作人员工资福利开支控制在规定的比例内，不变相分配该组织的财产|1|2|4|5||《中华人民共和国企业所得税法实施条例》（中华人民共和国国务院令第512号）第八十四条|《中华人民共和国企业所得税法实施条例》（中华人民共和国国务院令第512号）第八十四条
个人取得的下列所得中，免征个人所得税的有（     )。|国债利息收入|军人的转业安置费|个人转让自用3年且是家庭唯一住房取得的所得|个人购买体育彩票的中奖所得1600元|储蓄存款利息所得|1|2|4|5||《关于个人取得体育彩票中奖所得征免个人所得税问题的通知》（财税〔1998〕12号）|《关于个人取得体育彩票中奖所得征免个人所得税问题的通知》（财税〔1998〕12号）
我国目前个人所得税的主要特点有：（     ）|普遍实行个人所得税申报          |实行分类所得税制|具有较宽的费用扣除额            |计算方法简便|计算方法复杂|2|3|4|||注税税二教材|注税税二教材
关于企业所得税的税率，下列说发正确的有（    ）|企业所得税的税率为25%             |符合条件小型微利企业减按税率10%|国家需要重点扶持的高新技术企业减按税率为15%|非居民企业来源于中国境内的所得减按税率20%|居民企业来源于中国境外的所得减按税率20%|1|3||||通用书P100、107|通用书P100、107
下列说法中，符合印花税计税依据的有（    ）。 |购销合同的计税依据为购销金额，不得扣除任何费用|流动资金周转性借款合同，规定最高限额，借款人在规定的期限和最高限额内随借随还的，以总借款金额为计税依据|由委托方提供主要材料的加工合同，以加工费和主要材料金额合计为计税依据|对技术开发合同，只就合同所载的报酬金额计税，研究开发经费不作为计税依据|记载资金的营业账簿，以实收资本和资本公积的两项合计金额为计税依据|1|4|5|||通用书P128-130|通用书P128-130
下列关于房产税的相关政策中，表述不正确的有（     ）。 |对居民住宅区内业主共有的经营性房产，由业主缴纳房产税 |无租使用其他单位房产的应税单位和个人，依照房产余值代缴纳房产税 |对附属设备和配套设备中易损坏、需要经常更换的零配件，更新后不再计入房产原值 |对以房产投资，收取固定收入，不承担联营风险的，按房产余值作为计税依据计征房产税 |对出租房产，租赁双方签订的租赁合同约定有免收租金期限的，免收租金期间由产权所有人按照房产原值缴纳房产税。|1|4||||通用书P115-117|通用书P115-117
税收风险管理贯穿于税收工作的全过程，是税务机关运用风险管理理论和方法，在全面分析纳税人税法遵从状况的基础上，针对纳税人不同类型不同等级的税收风险，合理配置税收管理资源，通过（    ）等风险应对手段，防控税收风险，提高纳税人的税法遵从度，提升税务机关管理水平的税收管理活动|风险提醒|纳税评估|税务审计|反避税调查|相互磋商|1|2|3|4||征管书P202|征管书P202
开展税收风险管理工作的重要性包括以下几项：（     ）|税收风险管理是推进税收治理现代化的必然要求|税收风险管理是促进纳税遵从的根本途径|税收风险管理是提高税务机关主观能动性的重要抓手|税收风险管理是建设服务型政府的迫切需要|税收风险管理是推进电子税务局建设的基础|1|2|3|||征管书P293|征管书P293
税收风险管理工作的主要定位包括以下几项：（    ）|税收风险管理是加强税种管理的有效方法和手段|税收风险管理是加强日常征管的有效方法和手段|税收风险管理是加强大企业税收管理的有效方法和手段|税收风险管理是优化纳税服务的有益补充|税收风险管理是推进涉税审批制度改革的有益保障|1|2|3|||征管书P293-294|征管书P293-294
税收风险管理的基本内容包括目标规划、（    ）、过程监控和评价反馈，以及通过评价成果应用于规划目标的修订校正，从而形成良性互动、持续改进的管理闭环。|数据分析|信息收集|风险识别|等级排序|风险应对|2|3|4|5||征管书P306|征管书P306
税收风险管理工作要结合实际积极应用税务总局的决策支持（风险管理）系统，实现税收征管信息系统与决策支持系统的有机衔接，充分发挥信息化平台的支撑作用。以下说法正确的是（    ）。|已有税收风险管理系统且功能完善的地区，可以继续使用现有系统，并须做好与税务总局系统的衔接工作|现有系统功能不健全的，可按照税务总局系统的设计理念、标准和流程，完善现有系统功能后继续使用|现有系统功能不健全的，可直接使用税务总局系统|没有系统的，须使用税务总局系统|没有系统的，可按照税务总局系统的设计理念、标准和流程，开发平台|1|2|3|4||征管书P294|征管书P294
2014年9月，总局决定成立税收风险管理工作领导小组及领导小组办公室。其中，税收风险管理工作领导小组主要负责审议决定（     ）。|税收风险管理战略规划|风险管理年度计划|风险管理年度报告|风险管理组织架构|风险管理其他重大事项|1|2|3|5||征管书P295|征管书P295
总局税收风险管理工作领导小组办公室负责指导全国范围内的税收风险管理工作，主要包括：（     ）。|组织制定税收风险管理战略规划|制定税收风险管理工作规程|制定税收风险过程监控和效果评价标准|组织开展特定微观领域的税收风险分析工作|组织实施总局定点联系企业税收风险管理工作|1|2|3|4||征管书P295|征管书P295
开展税收风险管理工作需要实施过程监控及评价反馈，要对税收风险管理全过程实施有效监控，建立健全考核评价机制，及时监控和通报各环节的运行情况，并（    ）对等进行效果评价。|风险识别的科学性和针对性|风险等级排序的准确性|风险应对措施的有效性|绩效评价的完整性|整体工作安排的合理性|1|2|3|||征管书P204|征管书P204
日常数据采集通常包括以下内容（     ）|一般数据采集|大企业数据采集|大企业成员单位重大风险事项报告|集团企业一户式风险识别后数据迁移|检查结束后对被查对象相关信息情报进行采集|1|2|3|4||征管书P302-303|征管书P302-303
行业模型构建的一般程序中，正确的是（     ）|同类行业纳税人涉及的经营内容、管理方式、行业标准、技术设备、物流渠道、核算方式、投入产出比都基本相同。因此，同类行业企业的生产经营信息可以互为参考，具有可比性。|选取调查的企业样本数量应当大于或等于30。样本数量太小，样本平均值不足以代表总体平均值，即预警值不具有代表性。如果企业数量过少，如小于30户，则不宜作为样本。|选取样本企业时，应当有针对性地选取财务核算较为规范的企业，以避免由于基础数据的不真实导致评估预警值的不准确。|对典型调查中采集的涉税信息归集分类、逐一分析，归纳出行业生产经营规律和生产工艺流程；汇总统计各行业纳税评估指标的历史数据、当期数据、公认标准、行业标准等。|在开展充分调查和信息采集分析的基础上，应科学、合理地确定可衡量该行业纳税人生产经营情况涉税风险指标和公认指标。|1|4|5|||征管书P309-310|征管书P309-310
特定风险事项识别库的构建，主要是通过编写《特定风险事项项目书》 来完成。一个完整的《特定风险事项项目书》应包括以下内容（     ）|分析目的|分析方案|政策依据|应对指引|评价制度|1|2|3|4||征管书P314|征管书P314
